Year,Month,Rank,Country,Cores,Power (kW),Manufacturer,Operating System,Memory (GB),Processor,Rmax (TFlop/s),Rpeak (TFlop/s)
2015,6,1,China,3120000.0,17808.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,33862.7,54902.4
2015,6,2,United States,560640.0,8209.0,Cray/HPE,CrayLinuxEnvironment,710144.0,Opteron627416C2.2GHz,17590.0,27112.5
2015,6,3,United States,1572864.0,7890.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,17173.2,20132.7
2015,6,4,Japan,705024.0,12660.0,Fujitsu,Linux,0.0,SPARC64VIIIfx8C2GHz,10510.0,11280.4
2015,6,5,United States,786432.0,3945.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,8586.6,10066.3
2015,6,6,Switzerland,115984.0,1754.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,6271.0,7788.9
2015,6,7,Saudi Arabia,196608.0,2834.0,Cray/HPE,CrayLinuxEnvironment,0.0,XeonE5-2698v316C2.3GHz,5537.0,7235.2
2015,6,8,United States,462462.0,4510.0,DELLEMC,Linux,204800.0,XeonE5-26808C2.7GHz,5168.1,8520.1
2015,6,9,Germany,458752.0,2301.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,5008.9,5872.0
2015,6,10,Germany,458752.0,2301.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,5008.9,5872.0
2015,11,1,China,3120000.0,17808.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,33862.7,54902.4
2015,11,2,United States,560640.0,8209.0,Cray/HPE,CrayLinuxEnvironment,710144.0,Opteron627416C2.2GHz,17590.0,27112.5
2015,11,3,United States,1572864.0,7890.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,17173.2,20132.7
2015,11,4,Japan,705024.0,12660.0,Fujitsu,Linux,0.0,SPARC64VIIIfx8C2GHz,10510.0,11280.4
2015,11,5,United States,786432.0,3945.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,8586.6,10066.3
2015,11,6,United States,301056.0,4233.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,8100.9,11078.9
2015,11,7,Switzerland,115984.0,1754.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,6271.0,7788.9
2015,11,8,Germany,185088.0,3615.0,Cray/HPE,CrayLinuxEnvironment,0.0,XeonE5-2680v312C2.5GHz,5640.2,7403.5
2015,11,9,Saudi Arabia,196608.0,2834.0,Cray/HPE,CrayLinuxEnvironment,0.0,XeonE5-2698v316C2.3GHz,5537.0,7235.2
2015,11,10,United States,462462.0,4510.0,DELLEMC,Linux,204800.0,XeonE5-26808C2.7GHz,5168.1,8520.1
2016,6,1,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2016,6,2,China,3120000.0,17808.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,33862.7,54902.4
2016,6,3,United States,560640.0,8209.0,Cray/HPE,CrayLinuxEnvironment,710144.0,Opteron627416C2.2GHz,17590.0,27112.5
2016,6,4,United States,1572864.0,7890.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,17173.2,20132.7
2016,6,5,Japan,705024.0,12660.0,Fujitsu,Linux,0.0,SPARC64VIIIfx8C2GHz,10510.0,11280.4
2016,6,6,United States,786432.0,3945.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,8586.6,10066.3
2016,6,7,United States,301056.0,4233.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,8100.9,11078.9
2016,6,8,Switzerland,115984.0,1754.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,6271.0,7788.9
2016,6,9,Germany,185088.0,3615.0,Cray/HPE,CrayLinuxEnvironment,0.0,XeonE5-2680v312C2.5GHz,5640.2,7403.5
2016,6,10,Saudi Arabia,196608.0,2834.0,Cray/HPE,CrayLinuxEnvironment,0.0,XeonE5-2698v316C2.3GHz,5537.0,7235.2
2016,11,1,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2016,11,2,China,3120000.0,17808.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,33862.7,54902.4
2016,11,3,United States,560640.0,8209.0,Cray/HPE,CrayLinuxEnvironment,710144.0,Opteron627416C2.2GHz,17590.0,27112.5
2016,11,4,United States,1572864.0,7890.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,17173.2,20132.7
2016,11,5,United States,622336.0,3939.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,14014.7,27880.7
2016,11,6,Japan,556104.0,2719.0,Fujitsu,Linux,919296.0,IntelXeonPhi725068C1.4GHz,13554.6,24913.5
2016,11,7,Japan,705024.0,12660.0,Fujitsu,Linux,0.0,SPARC64VIIIfx8C2GHz,10510.0,11280.4
2016,11,8,Switzerland,206720.0,1312.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,9779.0,15988.0
2016,11,9,United States,786432.0,3945.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,8586.6,10066.3
2016,11,10,United States,301056.0,4233.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,8100.9,11078.9
2017,6,1,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2017,6,2,China,3120000.0,17808.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,33862.7,54902.4
2017,6,3,Switzerland,361760.0,2272.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,19590.0,25326.3
2017,6,4,United States,560640.0,8209.0,Cray/HPE,CrayLinuxEnvironment,710144.0,Opteron627416C2.2GHz,17590.0,27112.5
2017,6,5,United States,1572864.0,7890.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,17173.2,20132.7
2017,6,6,United States,622336.0,3939.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,14014.7,27880.7
2017,6,7,Japan,556104.0,2719.0,Fujitsu,Linux,919296.0,IntelXeonPhi725068C1.4GHz,13554.6,24913.5
2017,6,8,Japan,705024.0,12660.0,Fujitsu,Linux,0.0,SPARC64VIIIfx8C2GHz,10510.0,11280.4
2017,6,9,United States,786432.0,3945.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,8586.6,10066.3
2017,6,10,United States,301056.0,4233.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,8100.9,11078.9
2017,11,1,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2017,11,2,China,3120000.0,17808.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,33862.7,54902.4
2017,11,3,Switzerland,361760.0,2272.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,19590.0,25326.3
2017,11,4,Japan,19860000.0,1350.0,ExaScaler,CentOS,575552.0,XeonD-157116C1.3GHz,19135.8,28192.0
2017,11,5,United States,560640.0,8209.0,Cray/HPE,CrayLinuxEnvironment,710144.0,Opteron627416C2.2GHz,17590.0,27112.5
2017,11,6,United States,1572864.0,7890.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,17173.2,20132.7
2017,11,7,United States,979968.0,3844.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,14137.3,43902.6
2017,11,8,United States,622336.0,3939.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,14014.7,27880.7
2017,11,9,Japan,556104.0,2719.0,Fujitsu,Linux,919296.0,IntelXeonPhi725068C1.4GHz,13554.6,24913.5
2017,11,10,Japan,705024.0,12660.0,Fujitsu,Linux,0.0,SPARC64VIIIfx8C2GHz,10510.0,11280.4
2018,6,1,United States,2282544.0,8806.0,IBM,RHEL7.4,2801664.0,IBMPOWER922C3.07GHz,122300.0,187659.3
2018,6,2,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2018,6,3,United States,1572480.0,,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,1382400.0,IBMPOWER922C3.1GHz,71610.0,119193.6
2018,6,4,China,4981760.0,18482.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,61444.5,100678.7
2018,6,5,Japan,391680.0,1649.0,Fujitsu,Linux,417792.0,XeonGold614820C2.4GHz,19880.0,32576.6
2018,6,6,Switzerland,361760.0,2272.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,19590.0,25326.3
2018,6,7,United States,560640.0,8209.0,Cray/HPE,CrayLinuxEnvironment,710144.0,Opteron627416C2.2GHz,17590.0,27112.5
2018,6,8,United States,1572864.0,7890.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,17173.2,20132.7
2018,6,9,United States,979968.0,3844.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,14137.3,43902.6
2018,6,10,United States,622336.0,3939.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,14014.7,27880.7
2018,11,1,United States,2397824.0,9783.0,IBM,RHEL7.4,2801664.0,IBMPOWER922C3.07GHz,143500.0,200794.9
2018,11,2,United States,1572480.0,7438.0,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,1382400.0,IBMPOWER922C3.1GHz,94640.0,125712.0
2018,11,3,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2018,11,4,China,4981760.0,18482.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,61444.5,100678.7
2018,11,5,Switzerland,387872.0,2384.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,21230.0,27154.3
2018,11,6,United States,979072.0,7578.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,20158.7,41461.2
2018,11,7,Japan,391680.0,1649.0,Fujitsu,Linux,417792.0,XeonGold614820C2.4GHz,19880.0,32576.6
2018,11,8,Germany,305856.0,,Lenovo,SUSELinuxEnterpriseServer12SP3,75840.0,XeonPlatinum817424C3.1GHz,19476.6,26873.9
2018,11,9,United States,560640.0,8209.0,Cray/HPE,CrayLinuxEnvironment,710144.0,Opteron627416C2.2GHz,17590.0,27112.5
2018,11,10,United States,1572864.0,7890.0,IBM,Linux,65536.0,PowerBQC16C1.6GHz,17173.2,20132.7
2019,6,1,United States,2414592.0,10096.0,IBM,RHEL7.4,2801664.0,IBMPOWER922C3.07GHz,148600.0,200794.9
2019,6,2,United States,1572480.0,7438.0,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,1382400.0,IBMPOWER922C3.1GHz,94640.0,125712.0
2019,6,3,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2019,6,4,China,4981760.0,18482.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,61444.5,100678.7
2019,6,5,United States,448448.0,,DELLEMC,CentOSLinux7,1537536.0,XeonPlatinum828028C2.7GHz,23516.4,38745.9
2019,6,6,Switzerland,387872.0,2384.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,21230.0,27154.3
2019,6,7,United States,979072.0,7578.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,20158.7,41461.2
2019,6,8,Japan,391680.0,1649.0,Fujitsu,Linux,417792.0,XeonGold614820C2.4GHz,19880.0,32576.6
2019,6,9,Germany,305856.0,,Lenovo,SUSELinuxEnterpriseServer12SP3,75840.0,XeonPlatinum817424C3.1GHz,19476.6,26873.9
2019,6,10,United States,288288.0,,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,253440.0,IBMPOWER922C3.1GHz,18200.0,23047.2
2019,11,1,United States,2414592.0,10096.0,IBM,RHEL7.4,2801664.0,IBMPOWER922C3.07GHz,148600.0,200794.9
2019,11,2,United States,1572480.0,7438.0,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,1382400.0,IBMPOWER922C3.1GHz,94640.0,125712.0
2019,11,3,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2019,11,4,China,4981760.0,18482.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,61444.5,100678.7
2019,11,5,United States,448448.0,,DELLEMC,CentOSLinux7,1537536.0,XeonPlatinum828028C2.7GHz,23516.4,38745.9
2019,11,6,Switzerland,387872.0,2384.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,21230.0,27154.3
2019,11,7,United States,979072.0,7578.0,Cray/HPE,CrayLinuxEnvironment,0.0,IntelXeonPhi725068C1.4GHz,20158.7,41461.2
2019,11,8,Japan,391680.0,1649.0,Fujitsu,Linux,417792.0,XeonGold614820C2.4GHz,19880.0,32576.6
2019,11,9,Germany,305856.0,,Lenovo,SUSELinuxEnterpriseServer12SP3,75840.0,XeonPlatinum817424C3.1GHz,19476.6,26873.9
2019,11,10,United States,288288.0,,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,253440.0,IBMPOWER922C3.1GHz,18200.0,23047.2
2020,6,1,Japan,7299072.0,28335.0,Fujitsu,RedHatEnterpriseLinux,5087232.0,A64FX48C2.2GHz,415530.0,513854.7
2020,6,2,United States,2414592.0,10096.0,IBM,RHEL7.4,2801664.0,IBMPOWER922C3.07GHz,148600.0,200794.9
2020,6,3,United States,1572480.0,7438.0,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,1382400.0,IBMPOWER922C3.1GHz,94640.0,125712.0
2020,6,4,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2020,6,5,China,4981760.0,18482.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,61444.5,100678.7
2020,6,6,Italy,669760.0,2252.0,DELLEMC,CentOSLinux7,349440.0,XeonGold625224C2.1GHz,35450.0,51720.8
2020,6,7,United States,277760.0,1344.0,Nvidia,Ubuntu20.04.1LTS,1120000.0,AMDEPYC774264C2.25GHz,27580.0,34568.6
2020,6,8,United States,448448.0,,DELLEMC,CentOSLinux7,1537536.0,XeonPlatinum828028C2.7GHz,23516.4,38745.9
2020,6,9,Italy,347776.0,1476.0,IBM,RHEL7.6,252928.0,IBMPOWER916C3GHz,21640.0,29354.0
2020,6,10,Switzerland,387872.0,2384.0,Cray/HPE,CrayLinuxEnvironment,365056.0,XeonE5-2690v312C2.6GHz,21230.0,27154.3
2020,11,1,Japan,7630848.0,29899.0,Fujitsu,RedHatEnterpriseLinux,5087232.0,A64FX48C2.2GHz,442010.0,537212.0
2020,11,2,United States,2414592.0,10096.0,IBM,RHEL7.4,2801664.0,IBMPOWER922C3.07GHz,148600.0,200794.9
2020,11,3,United States,1572480.0,7438.0,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,1382400.0,IBMPOWER922C3.1GHz,94640.0,125712.0
2020,11,4,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2020,11,5,United States,555520.0,2646.0,Nvidia,Ubuntu20.04.1LTS,1120000.0,AMDEPYC774264C2.25GHz,63460.0,79215.0
2020,11,6,China,4981760.0,18482.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,61444.5,100678.7
2020,11,7,Germany,449280.0,1764.0,Atos,CentOS,628992.0,AMDEPYC740224C2.8GHz,44120.0,70980.0
2020,11,8,Italy,669760.0,2252.0,DELLEMC,CentOSLinux7,349440.0,XeonGold625224C2.1GHz,35450.0,51720.8
2020,11,9,United States,448448.0,,DELLEMC,CentOSLinux7,1537536.0,XeonPlatinum828028C2.7GHz,23516.4,38745.9
2020,11,10,Saudi Arabia,672520.0,,HPE,RHEL7.7,506368.0,XeonGold624820C2.5GHz,22400.0,55423.6
2021,6,1,Japan,7630848.0,29899.0,Fujitsu,RedHatEnterpriseLinux,5087232.0,A64FX48C2.2GHz,442010.0,537212.0
2021,6,2,United States,2414592.0,10096.0,IBM,RHEL7.4,2801664.0,IBMPOWER922C3.07GHz,148600.0,200794.9
2021,6,3,United States,1572480.0,7438.0,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,1382400.0,IBMPOWER922C3.1GHz,94640.0,125712.0
2021,6,4,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2021,6,5,United States,706304.0,2528.0,HPE,HPECrayOS,420864.0,AMDEPYC776364C2.45GHz,64590.0,89794.5
2021,6,6,United States,555520.0,2646.0,Nvidia,Ubuntu20.04.1LTS,1120000.0,AMDEPYC774264C2.25GHz,63460.0,79215.0
2021,6,7,China,4981760.0,18482.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,61444.5,100678.7
2021,6,8,Germany,449280.0,1764.0,Atos,CentOS,628992.0,AMDEPYC740224C2.8GHz,44120.0,70980.0
2021,6,9,Italy,669760.0,2252.0,DELLEMC,CentOSLinux7,349440.0,XeonGold625224C2.1GHz,35450.0,51720.8
2021,6,10,United States,448448.0,,DELLEMC,CentOSLinux7,1537536.0,XeonPlatinum828028C2.7GHz,23516.4,38745.9
2021,11,1,Japan,7630848.0,29899.0,Fujitsu,RedHatEnterpriseLinux,5087232.0,A64FX48C2.2GHz,442010.0,537212.0
2021,11,2,United States,2414592.0,10096.0,IBM,RHEL7.4,2801664.0,IBMPOWER922C3.07GHz,148600.0,200794.9
2021,11,3,United States,1572480.0,7438.0,IBM/NVIDIA/Mellanox,RedHatEnterpriseLinux,1382400.0,IBMPOWER922C3.1GHz,94640.0,125712.0
2021,11,4,China,10649600.0,15371.0,NRCPC,SunwayRaiseOS2.0.5,1310720.0,SunwaySW26010260C1.45GHz,93014.6,125435.9
2021,11,5,United States,761856.0,2589.0,HPE,HPECrayOS,420864.0,AMDEPYC776364C2.45GHz,70870.0,93750.0
2021,11,6,United States,555520.0,2646.0,Nvidia,Ubuntu20.04.1LTS,1120000.0,AMDEPYC774264C2.25GHz,63460.0,79215.0
2021,11,7,China,4981760.0,18482.0,NUDT,KylinLinux,2277376.0,IntelXeonE5-2692v212C2.2GHz,61444.5,100678.7
2021,11,8,Germany,449280.0,1764.0,Atos,CentOS,628992.0,AMDEPYC740224C2.8GHz,44120.0,70980.0
2021,11,9,Italy,669760.0,2252.0,DELLEMC,CentOSLinux7,349440.0,XeonGold625224C2.1GHz,35450.0,51720.8
2021,11,10,United States,253440.0,,MicrosoftAzure,Ubuntu18.04LTS,486552.0,AMDEPYC7V1248C2.45GHz,30050.0,39531.2
